OBJECTID,NAME,State,County,GEOid_1,GEOdisplay,HH0V_15,HH0V_14,HH0V_13,HH0V_12,HH0V_11,HH1V_15,HH1V_14,HH1V_13,HH1V_12,HH1V_11,HH2V_15,HH2V_14,HH2V_13,HH2V_12,HH2V_11,HH3V_15,HH3V_14,HH3V_13,HH3V_12,HH3V_11,HH4V_15,HH4V_14,HH4V_13,HH4V_12,HH4V_11,P1HH0V_15,P1HH0V_14,P1HH0V_13,P1HH0V_12,P1HH0V_11,P1HH1V_15,P1HH1V_14,P1HH1V_13,P1HH1V_12,P1HH1V_11,P1HH2V_15,P1HH2V_14,P1HH2V_13,P1HH2V_12,P1HH2V_11,P1HH3V_15,P1HH3V_14,P1HH3V_13,P1HH3V_12,P1HH3V_11,P1HH4V_15,P1HH4V_14,P1HH4V_13,P1HH4V_12,P1HH4V_11,P2HH0V_15,P2HH0V_14,P2HH0V_13,P2HH0V_12,P2HH0V_11,P2HH1V_15,P2HH1V_14,P2HH1V_13,P2HH1V_12,P2HH1V_11,P2HH2V_15,P2HH2V_14,P2HH2V_13,P2HH2V_12,P2HH2V_11,P2HH3V_15,P2HH3V_14,P2HH3V_13,P2HH3V_12,P2HH3V_11,P2HH4V_15,P2HH4V_14,P2HH4V_13,P2HH4V_12,P2HH4V_11,P3HH0V_15,P3HH0V_14,P3HH0V_13,P3HH0V_12,P3HH0V_11,P3HH1V_15,P3HH1V_14,P3HH1V_13,P3HH1V_12,P3HH1V_11,P3HH2V_15,P3HH2V_14,P3HH2V_13,P3HH2V_12,P3HH2V_11,P3HH3V_15,P3HH3V_14,P3HH3V_13,P3HH3V_12,P3HH3V_11,P3HH4V_15,P3HH4V_14,P3HH4V_13,P3HH4V_12,P3HH4V_11,P4HH0V_15,P4HH0V_14,P4HH0V_13,P4HH0V_12,P4HH0V_11,P4HH1V_15,P4HH1V_14,P4HH1V_13,P4HH1V_12,P4HH1V_11,P4HH2V_15,P4HH2V_14,P4HH2V_13,P4HH2V_12,P4HH2V_11,P4HH3V_15,P4HH3V_14,P4HH3V_13,P4HH3V_12,P4HH3V_11,P4HH4V_15,P4HH4V_14,P4HH4V_13,P4HH4V_12,P4HH4V_11,CT
131,98.01,District of Columbia,District of Columbia,1400000US11001009801,"Census Tract 98.01, District of Columbia, District of Columbia",49.69,54.11,67.82,61.58,60.53,39.08,35.21,24.76,29.98,31.78,5.62,7.95,6.78,7.90,4.66,4.99,2.74,0.63,0.54,3.04,0.62,0.00,0.00,0.00,0.00,51.00,58.20,63.00,58.60,60.90,44.80,38.20,34.10,36.70,35.50,4.20,3.50,3.00,4.70,3.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,42.70,82.30,54.30,39.50,43.60,45.70,17.70,45.70,52.90,1.50,2.40,0.00,0.00,0.00,4.90,9.10,0.00,0.00,7.60,0.00,0.00,0.00,0.00,0.00,69.10,69.00,62.90,61.90,66.70,9.10,7.00,8.20,0.00,0.00,12.70,23.90,28.90,38.10,33.30,9.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.10,50.30,0.71,69.50,74.20,31.90,30.30,22.90,23.00,21.90,10.80,16.10,3.70,5.70,0.00,13.50,3.20,2.10,1.70,3.90,2.70,0.00,0.00,0.00,0.00,11001009801
132,98.1,District of Columbia,District of Columbia,1400000US11001009810,"Census Tract 98.10, District of Columbia, District of Columbia",43.28,40.43,47.68,51.78,51.16,52.07,57.59,50.39,47.53,44.21,1.55,1.98,1.93,0.69,4.63,3.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.60,48.10,61.20,67.40,77.50,44.80,46.70,34.00,30.70,19.20,1.60,5.20,4.70,1.80,3.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.90,42.70,44.10,38.90,36.90,59.60,57.30,55.90,61.10,52.90,0.00,0.00,0.00,0.00,10.20,8.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.60,21.70,31.20,38.40,25.10,79.40,78.30,68.80,61.60,74.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.60,34.30,0.00,58.20,56.10,28.50,65.70,100.00,41.80,43.90,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11001009810
133,98.11,District of Columbia,District of Columbia,1400000US11001009811,"Census Tract 98.11, District of Columbia, District of Columbia",65.14,60.68,65.10,60.88,61.70,27.90,32.31,28.86,33.08,34.75,6.29,6.34,5.45,6.04,3.55,0.68,0.67,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.10,75.50,65.90,60.40,63.80,17.80,19.20,27.90,35.10,31.70,4.00,5.30,6.20,4.50,4.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71.70,67.40,73.70,69.50,60.20,24.90,27.30,19.20,21.80,34.40,3.50,5.20,7.10,8.70,5.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.80,43.40,45.90,44.10,63.80,33.10,41.40,40.10,43.10,36.20,11.00,11.20,10.40,12.80,0.00,4.00,4.10,3.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,45.10,0.67,66.90,59.50,42.50,49.20,33.30,33.10,40.50,9.40,5.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11001009811
134,99.02,District of Columbia,District of Columbia,1400000US11001009902,"Census Tract 99.02, District of Columbia, District of Columbia",19.64,22.24,28.02,22.10,22.49,52.14,48.19,48.74,46.19,46.29,23.24,24.48,19.46,28.48,27.11,4.37,4.48,3.19,2.57,0.78,0.60,0.60,0.59,0.66,3.31,27.00,26.60,35.40,26.10,25.40,55.90,53.90,53.40,57.50,56.70,15.10,17.30,9.20,14.20,17.90,2.00,2.20,2.00,2.20,0.00,0.00,0.00,0.00,0.00,0.00,13.70,17.60,13.20,8.60,8.00,37.40,37.20,46.00,38.80,47.20,38.70,35.10,34.20,46.00,40.10,8.30,8.30,4.70,4.70,2.20,1.90,1.80,1.90,1.80,2.40,25.30,24.90,25.80,25.10,22.70,68.40,59.30,55.30,46.00,43.40,0.00,11.50,14.60,28.90,23.00,6.30,4.30,4.40,0.00,0.00,0.00,0.00,0.00,0.00,10.90,8.00,16.40,0.50,56.90,60.50,58.00,40.00,29.10,28.40,20.90,34.10,43.60,20.60,14.70,18.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11001009902
135,99.07,District of Columbia,District of Columbia,1400000US11001009907,"Census Tract 99.07, District of Columbia, District of Columbia",58.41,59.36,54.78,50.39,50.51,32.05,32.70,33.77,40.17,40.09,8.58,6.62,8.07,6.45,7.56,0.96,1.32,3.38,2.99,1.84,0.00,0.00,0.00,0.00,0.00,68.60,66.70,61.90,56.80,56.30,31.40,33.30,38.10,43.20,43.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.10,48.30,58.50,50.60,54.70,27.40,30.00,22.10,28.20,26.30,17.40,21.70,12.90,11.40,10.70,0.00,0.00,6.50,9.80,8.20,0.00,0.00,0.00,0.00,0.00,55.30,65.30,45.80,41.20,43.60,33.70,34.70,54.20,58.80,56.40,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.60,58.30,0.42,43.90,34.80,42.60,33.70,29.90,34.60,35.30,0.00,0.00,20.90,18.20,29.90,7.80,8.00,7.00,3.30,0.00,0.00,0.00,0.00,0.00,0.00,11001009907
136,102,District of Columbia,District of Columbia,1400000US11001010200,"Census Tract 102, District of Columbia, District of Columbia",33.80,33.48,32.20,31.88,30.78,53.05,51.51,55.84,58.02,59.00,12.64,14.56,9.91,8.67,8.91,0.51,0.45,1.20,0.61,0.44,0.00,0.00,0.85,0.82,0.87,48.00,50.00,47.70,41.30,36.90,50.30,47.40,49.30,55.40,60.30,1.60,2.60,1.50,1.90,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,1.40,1.40,18.40,17.20,14.20,15.60,14.30,61.40,69.60,78.50,71.30,70.60,18.70,11.90,5.10,13.10,15.10,1.50,1.30,2.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.50,17.30,0.00,44.00,46.00,85.50,11.50,40.00,29.00,27.00,0.00,71.20,60.00,27.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.70,7.60,0.07,0.00,0.00,21.60,27.50,33.60,36.00,39.70,63.80,64.90,53.80,46.00,50.00,0.00,0.00,5.60,18.00,10.30,0.00,0.00,0.00,0.00,0.00,11001010200
137,103,District of Columbia,District of Columbia,1400000US11001010300,"Census Tract 103, District of Columbia, District of Columbia",29.92,27.36,24.73,31.14,31.62,33.78,36.19,41.64,42.77,41.01,30.01,29.09,26.73,18.68,21.88,5.11,5.54,5.18,7.42,3.63,1.17,1.82,1.73,0.00,1.86,42.80,39.60,37.60,32.70,34.40,49.10,54.00,58.10,64.90,64.20,3.30,6.40,4.30,2.40,1.50,4.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.50,23.10,21.80,27.30,30.80,38.50,41.00,45.40,47.50,48.50,30.10,27.60,24.50,14.20,20.80,3.20,3.80,4.00,10.90,0.00,2.80,4.50,4.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.80,28.30,36.90,39.50,35.80,80.20,71.70,63.10,50.00,54.50,0.00,0.00,0.00,10.50,9.70,0.00,0.00,0.00,0.00,0.00,36.50,32.20,0.36,54.60,48.20,10.00,9.30,7.10,6.30,3.20,41.50,40.70,34.30,28.60,32.50,12.00,17.80,23.10,10.50,8.60,0.00,0.00,0.00,0.00,7.50,11001010300
138,108,District of Columbia,District of Columbia,1400000US11001010800,"Census Tract 108, District of Columbia, District of Columbia",78.10,73.60,76.01,74.40,71.57,21.38,24.83,22.23,24.55,27.34,0.52,0.56,0.66,0.00,0.00,0.00,1.01,1.10,1.05,1.09,0.00,0.00,0.00,0.00,0.00,77.80,75.00,75.30,72.80,69.00,22.20,25.00,24.70,27.20,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.60,60.60,65.30,66.40,72.20,25.40,35.40,30.60,33.60,27.80,4.00,3.90,4.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,77.50,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.50,28.60,100.00,100.00,0.00,0.00,0.00,0.00,0.00,11001010800
139,2.01,District of Columbia,District of Columbia,1400000US11001000201,"Census Tract 2.01, District of Columbia, District of Columbia",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11001000201
140,9.01,District of Columbia,District of Columbia,1400000US11001000901,"Census Tract 9.01, District of Columbia, District of Columbia",7.61,6.53,8.33,8.27,6.36,29.04,27.61,30.86,30.09,25.66,45.82,46.32,43.10,44.36,49.24,12.01,13.13,11.91,14.21,15.91,5.53,6.41,5.79,3.07,2.84,39.90,34.80,34.20,33.70,28.70,56.20,60.70,57.10,61.90,59.80,0.00,0.00,0.00,0.00,6.80,0.00,0.00,5.50,4.40,4.70,3.90,4.40,3.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.30,29.20,35.50,29.70,21.40,57.60,59.80,54.50,57.90,66.90,11.10,11.00,10.00,12.40,10.20,0.00,0.00,0.00,0.00,1.50,4.40,3.70,4.50,4.20,3.30,20.50,16.50,10.00,10.70,7.70,54.10,58.30,64.30,64.70,61.70,21.00,21.60,21.30,20.50,27.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.70,9.40,10.00,8.70,13.10,53.50,48.80,52.00,51.30,43.50,16.70,20.70,15.70,24.70,32.50,17.10,21.20,22.30,15.30,11.00,11001000901
141,17.02,District of Columbia,District of Columbia,1400000US11001001702,"Census Tract 17.02, District of Columbia, District of Columbia",7.00,6.23,8.09,8.12,6.28,69.55,68.47,66.46,59.76,56.65,17.42,20.57,21.40,24.96,26.32,5.36,4.73,4.05,7.17,10.75,0.67,0.00,0.00,0.00,0.00,11.30,11.10,15.50,17.80,13.80,84.60,85.70,80.70,68.80,70.90,0.00,3.20,3.80,4.90,6.30,2.20,0.00,0.00,8.50,9.00,1.80,0.00,0.00,0.00,0.00,5.00,4.20,4.40,5.00,2.30,68.70,65.70,68.00,66.60,62.60,23.80,27.90,25.90,26.70,30.70,2.50,2.20,1.80,1.70,4.50,0.00,0.00,0.00,0.00,0.00,5.30,3.00,4.70,0.00,6.80,49.40,39.00,27.40,33.20,45.30,29.70,37.70,49.50,53.70,35.90,15.60,20.30,18.40,13.20,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.30,65.40,72.10,48.90,25.40,39.30,29.80,24.30,39.60,49.30,7.50,4.80,3.60,11.50,25.40,0.00,0.00,0.00,0.00,0.00,11001001702
142,33.01,District of Columbia,District of Columbia,1400000US11001003301,"Census Tract 33.01, District of Columbia, District of Columbia",24.24,28.31,27.74,26.36,26.43,48.87,46.32,48.01,46.56,39.40,22.24,20.74,19.43,23.75,28.20,4.05,4.02,4.26,3.33,5.96,0.60,0.61,0.56,0.00,0.00,42.00,47.90,41.30,37.40,36.80,54.80,52.10,54.10,53.10,48.50,3.20,0.00,4.50,9.50,14.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.90,16.70,9.90,5.30,4.60,46.20,43.60,49.50,49.60,34.50,39.90,39.80,40.50,38.60,44.10,0.00,0.00,0.00,6.50,16.90,0.00,0.00,0.00,0.00,0.00,13.50,3.90,3.40,15.00,22.20,55.40,58.70,54.20,37.90,26.70,23.10,28.30,25.00,36.40,37.60,8.10,9.10,17.40,10.70,13.60,0.00,0.00,0.00,0.00,0.00,3.60,8.80,0.26,29.40,28.60,31.70,18.90,19.30,24.30,29.30,47.30,53.40,42.60,46.30,42.20,14.20,15.10,9.00,0.00,0.00,3.20,3.80,3.60,0.00,0.00,11001003301
143,55,District of Columbia,District of Columbia,1400000US11001005500,"Census Tract 55, District of Columbia, District of Columbia",48.04,46.03,51.48,50.00,50.45,45.64,46.60,40.99,41.95,40.88,5.68,6.26,6.49,6.79,7.28,0.65,1.11,1.04,1.26,1.39,0.00,0.00,0.00,0.00,0.00,55.80,54.00,60.20,57.40,58.50,43.40,44.60,38.20,41.20,41.00,0.90,1.30,1.60,1.50,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.60,33.30,39.00,38.20,39.50,51.50,51.30,47.40,45.20,42.20,10.90,14.20,12.90,15.70,17.50,0.00,1.20,0.70,0.90,0.90,0.00,0.00,0.00,0.00,0.00,34.80,29.80,53.30,44.90,39.40,34.10,49.50,17.60,29.00,24.60,21.10,6.40,9.70,11.20,14.80,10.00,14.20,19.40,14.90,21.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.10,26.00,0.00,0.00,64.10,60.60,54.80,0.00,100.00,35.90,26.30,19.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11001005500
144,69,District of Columbia,District of Columbia,1400000US11001006900,"Census Tract 69, District of Columbia, District of Columbia",19.45,17.38,18.24,18.41,17.05,63.77,64.40,64.01,56.87,53.69,13.52,15.79,15.26,22.82,28.30,2.75,2.10,2.49,1.90,0.97,0.50,0.34,0.00,0.00,0.00,30.30,27.10,27.80,31.40,28.10,68.60,71.80,72.20,68.60,71.90,1.10,1.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.40,8.90,14.30,12.30,12.60,58.30,54.60,58.30,55.50,42.60,25.40,31.70,24.40,28.60,44.90,5.90,4.80,2.90,3.60,0.00,0.00,0.00,0.00,0.00,0.00,2.90,1.70,4.30,4.20,0.00,81.40,64.40,63.40,43.90,41.80,15.70,33.90,32.30,51.90,58.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.10,35.60,48.10,40.50,28.70,29.00,47.10,38.70,43.50,61.10,48.60,11.50,9.40,16.00,10.20,10.30,5.80,3.80,0.00,0.00,0.00,11001006900
145,75.02,District of Columbia,District of Columbia,1400000US11001007502,"Census Tract 75.02, District of Columbia, District of Columbia",49.22,53.47,56.87,54.00,54.85,40.33,36.22,32.26,35.45,32.30,7.94,8.95,9.68,8.36,9.82,2.50,1.36,1.19,1.39,1.73,0.00,0.00,0.00,0.79,1.31,57.90,65.50,69.40,67.50,69.00,40.50,32.80,29.40,28.60,24.10,1.60,1.60,1.20,2.80,5.60,0.00,0.00,0.00,1.20,1.30,0.00,0.00,0.00,0.00,0.00,50.90,54.80,53.30,47.80,41.60,31.40,24.60,26.40,40.80,39.40,13.60,18.30,17.70,9.70,13.70,4.10,2.30,2.70,1.80,5.30,0.00,0.00,0.00,0.00,0.00,34.30,47.20,40.00,43.40,25.40,50.60,42.30,43.10,32.40,42.00,10.20,10.40,16.90,16.80,19.50,4.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,13.00,42.20,40.20,0.48,42.20,51.00,45.20,47.20,37.10,43.10,38.40,9.30,9.90,13.00,12.70,10.60,3.20,2.70,2.10,2.00,0.00,0.00,0.00,0.00,0.00,0.00,11001007502
146,76.05,District of Columbia,District of Columbia,1400000US11001007605,"Census Tract 76.05, District of Columbia, District of Columbia",48.40,42.16,46.49,39.71,36.74,40.15,41.97,39.29,46.08,45.58,8.37,12.67,11.61,11.40,13.41,1.95,2.30,1.79,2.45,3.98,1.13,0.90,0.83,0.37,0.30,59.30,57.00,56.50,43.10,35.20,40.70,39.50,39.00,52.60,59.60,0.00,3.50,4.50,4.30,5.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.00,44.30,49.10,40.40,42.00,37.00,43.90,37.30,40.00,35.80,8.80,10.50,12.80,15.80,18.90,1.10,1.30,0.80,3.90,3.30,0.00,0.00,0.00,0.00,0.00,17.50,7.90,6.50,16.80,22.20,42.30,54.30,64.00,63.50,51.00,32.50,32.80,24.50,14.90,19.20,3.00,2.30,2.50,1.90,5.10,4.70,2.60,2.50,2.90,2.50,33.20,29.80,0.46,49.30,43.00,42.90,26.70,20.70,20.90,9.10,9.80,24.20,20.20,21.80,24.80,10.30,14.90,9.40,8.10,23.00,3.80,4.30,3.90,0.00,0.00,11001007605
147,78.03,District of Columbia,District of Columbia,1400000US11001007803,"Census Tract 78.03, District of Columbia, District of Columbia",38.63,47.04,49.70,54.55,56.07,39.49,33.48,31.17,28.81,27.85,15.88,14.74,14.16,13.13,12.75,2.74,3.11,3.54,2.69,2.81,3.27,1.63,1.43,0.82,0.53,52.80,59.50,60.40,66.20,65.80,33.40,26.30,28.20,23.60,30.80,10.90,10.90,8.40,7.60,2.20,1.20,1.40,1.30,1.10,0.00,1.70,1.90,1.70,1.50,1.20,22.50,48.30,35.90,31.60,46.90,55.90,32.90,41.60,47.10,30.10,19.20,16.60,22.50,19.50,20.80,2.40,2.20,0.00,1.90,2.20,0.00,0.00,0.00,0.00,0.00,38.80,22.50,47.70,59.20,52.10,46.30,57.90,18.90,14.40,19.00,6.40,10.70,18.20,26.40,28.90,4.30,3.90,9.80,0.00,0.00,4.30,5.10,5.30,0.00,0.00,13.20,17.30,0.35,45.60,48.50,29.20,38.50,32.40,26.90,19.30,36.80,32.70,18.50,14.60,15.80,7.50,11.50,14.50,12.90,16.40,13.20,0.00,0.00,0.00,0.00,11001007803
148,78.08,District of Columbia,District of Columbia,1400000US11001007808,"Census Tract 78.08, District of Columbia, District of Columbia",43.02,38.71,42.74,46.12,52.87,39.26,43.95,43.28,40.39,30.13,17.72,17.34,13.99,12.17,12.40,0.00,0.00,0.00,1.32,4.60,0.00,0.00,0.00,0.00,0.00,67.60,66.70,65.50,64.20,66.30,27.30,26.60,31.80,28.50,28.90,5.10,6.70,2.70,7.30,4.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,25.80,26.70,23.60,27.50,53.60,44.70,42.70,45.10,24.80,23.40,29.50,30.50,31.30,40.30,0.00,0.00,0.00,0.00,7.40,0.00,0.00,0.00,0.00,0.00,39.50,25.10,15.00,48.40,58.70,29.20,57.70,65.60,33.70,20.70,31.20,17.10,19.40,17.90,16.30,0.00,0.00,0.00,0.00,4.30,0.00,0.00,0.00,0.00,0.00,26.80,23.90,0.43,43.20,53.30,51.80,56.20,44.80,49.40,36.60,21.40,19.90,11.90,3.90,2.50,0.00,0.00,0.00,3.50,7.60,0.00,0.00,0.00,0.00,0.00,11001007808
149,83.02,District of Columbia,District of Columbia,1400000US11001008302,"Census Tract 83.02, District of Columbia, District of Columbia",20.08,22.34,22.72,14.23,19.92,46.52,46.19,45.94,55.32,52.60,30.98,27.92,28.09,27.66,25.71,2.42,3.55,3.25,2.79,1.77,0.00,0.00,0.00,0.00,0.00,38.80,43.70,48.60,33.40,49.00,59.20,54.10,51.40,66.60,51.00,2.00,2.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.10,17.90,13.20,6.60,5.30,44.80,42.40,46.10,54.00,54.30,33.10,33.70,37.20,34.80,38.80,4.00,6.00,3.50,4.50,1.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.40,46.30,44.50,47.60,60.20,56.00,53.70,55.50,52.40,39.80,3.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,3.80,0.03,0.00,0.00,25.00,34.40,33.80,37.20,45.50,67.70,50.40,49.30,54.30,45.50,3.20,11.50,14.20,8.50,9.10,0.00,0.00,0.00,0.00,0.00,11001008302
150,89.03,District of Columbia,District of Columbia,1400000US11001008903,"Census Tract 89.03, District of Columbia, District of Columbia",51.10,52.65,46.14,52.97,60.66,38.84,38.87,48.24,43.49,33.88,10.06,8.48,5.62,3.54,5.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.50,52.70,38.60,51.10,60.60,44.90,42.20,59.10,48.90,39.40,7.60,5.10,2.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.70,48.40,44.70,58.60,68.10,33.00,34.00,42.40,34.60,20.00,18.30,17.50,12.90,6.80,11.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.70,45.40,46.10,39.00,47.90,35.10,49.60,50.00,56.40,38.80,6.20,5.00,3.90,4.60,13.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.80,84.70,0.81,72.00,56.40,41.30,9.90,12.50,19.60,40.60,7.90,5.30,7.00,8.40,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11001008903
151,94,District of Columbia,District of Columbia,1400000US11001009400,"Census Tract 94, District of Columbia, District of Columbia",19.66,22.90,25.02,29.67,21.65,33.61,39.79,40.26,43.79,48.07,36.92,27.50,25.08,19.09,20.02,6.73,7.33,6.92,6.62,7.52,3.07,2.48,2.73,0.83,2.75,36.10,28.80,37.50,36.90,31.10,54.10,60.00,54.10,52.00,58.70,9.80,9.40,7.10,7.70,7.10,0.00,0.00,0.00,2.00,1.80,0.00,1.80,1.40,1.40,1.30,14.90,21.50,14.80,23.60,15.00,31.20,31.60,37.00,42.10,45.50,52.60,43.50,44.50,30.30,33.30,1.30,1.20,1.80,3.00,5.10,0.00,2.20,2.00,1.00,1.00,6.90,15.60,15.80,24.30,22.80,24.60,36.00,25.90,39.40,37.60,54.30,38.60,36.80,18.70,15.50,14.20,9.70,21.40,17.60,17.90,0.00,0.00,0.00,0.00,6.20,15.10,21.30,0.21,29.50,6.00,17.50,17.30,25.70,29.00,33.30,34.00,22.80,24.90,26.80,33.30,19.50,31.30,18.50,14.70,19.40,14.00,7.40,10.20,0.00,8.00,11001009400
152,99.06,District of Columbia,District of Columbia,1400000US11001009906,"Census Tract 99.06, District of Columbia, District of Columbia",44.98,44.97,37.34,33.78,34.89,35.53,34.28,43.44,49.67,50.98,16.64,17.45,15.90,13.04,10.38,0.00,0.00,0.00,0.00,0.00,2.85,3.30,3.33,3.51,3.76,44.10,44.00,43.90,25.40,24.30,44.50,50.50,50.60,71.40,72.80,11.40,5.50,5.40,3.10,2.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,44.80,41.00,32.90,44.80,23.80,25.70,24.80,43.40,39.10,23.80,27.00,31.70,19.70,13.50,0.00,0.00,0.00,0.00,0.00,2.30,2.50,2.50,3.90,2.60,42.90,47.90,8.50,59.00,48.20,26.50,16.00,44.10,15.60,17.50,16.30,20.20,23.70,13.10,17.50,0.00,0.00,0.00,0.00,0.00,14.30,16.00,23.70,12.30,16.70,37.30,44.60,0.32,23.00,19.50,47.00,37.30,58.50,52.00,67.10,15.70,18.10,9.80,25.00,13.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11001009906
153,111,District of Columbia,District of Columbia,1400000US11001011100,"Census Tract 111, District of Columbia, District of Columbia",14.07,20.95,26.81,23.23,21.68,58.25,48.50,42.85,47.77,46.76,15.69,17.89,19.75,21.18,19.62,4.61,7.86,6.01,5.29,7.81,7.38,4.80,4.58,2.53,4.12,24.60,30.20,37.80,34.20,33.90,66.80,59.90,53.20,58.20,58.00,8.60,8.20,7.80,6.10,6.20,0.00,1.60,1.20,1.50,1.90,0.00,0.00,0.00,0.00,0.00,11.40,15.50,18.50,8.80,10.00,67.00,52.40,39.60,51.40,44.20,17.80,25.10,34.90,37.10,42.90,1.70,4.80,5.00,2.70,2.80,2.10,2.30,2.10,0.00,0.00,5.10,22.50,31.20,24.20,16.80,44.10,22.50,20.20,31.30,35.20,9.60,15.70,21.30,22.30,18.70,23.70,26.50,16.60,9.80,17.00,17.50,12.90,10.70,12.50,12.30,1.50,5.40,0.05,12.40,11.30,39.70,38.90,40.30,34.10,37.00,29.20,32.90,30.70,38.10,27.10,7.70,10.80,10.00,12.70,16.20,21.90,12.00,13.80,2.70,8.50,11001011100
